title,authors,year,venue,doi,source_db,url
粒子群算法在激光武器反无人机火力分配中的应用,,2021,,,cnki,https://kns.cnki.net/kcms2/article/abstract?v=j0ZbOfXgIAjpSGmPLrnZGnAIgrw6QxW6pIs4VqcwpCiWwgp4Xa-hyEnuM5AMX0OZP5T0iCah0MzTli05QSmb6fIDGFN8FWS22tvVgrEUnEzAUDzRdkODFIfyoiqte9NCtxARDkhHnNqZy2rbFtmUyXLYjUJnZ85YK6xjfNxA2tHqTKsgmR61Jw==&uniplatform=NZKPT&language=CHS
基于DQN的多类型拦截装备复合式反无人机任务分配方法,,2021,,,cnki,https://kns.cnki.net/kcms2/article/abstract?v=j0ZbOfXgIAjpSGmPLrnZGnAIgrw6QxW6pIs4VqcwpChnyqhd6ZzQNhFqFp3swucK7viCmnDolG9PMHp1GWe0gL7I-nSukL9pMcc4lbCD4QRH_mrXYNV8al6g0NZgssOJJ03csYURnnvkqSUCzvGpu68crlsRCfxBY-4cOg_UgPtfsbSQHm4KhQ==&uniplatform=NZKPT&language=CHS
基于深度强化学习的多无人机海上动态目标搜索方法研究,,,,,cnki,https://kns.cnki.net/kcms2/article/abstract?v=j0ZbOfXgIAjnthfD0d4InV7qDIdTqqSc0qzDmh-ancLmFJWscbu9peq0drSjHY2qR0bWpihxEpNzdjsh9Qxs5XT2gwsd38eq4VIW7P5vyWdnFjAW4YaSrVytglxb5FmeajyeXnzLRgjmSDMmm5IV6GafwaNRgPckyDOGfycsnlYZowMfuOTKgEgNsDEbagv3&uniplatform=NZKPT&language=CHS
基于深度强化学习的多无人机协同任务决策与安全运动规划研究,,,,,cnki,https://kns.cnki.net/kcms2/article/abstract?v=j0ZbOfXgIAjnthfD0d4InV7qDIdTqqSc0qzDmh-ancLmFJWscbu9pTXPhA-knacl1ynlndmurEP4jjACPWT3R5n2tddaDW9Kwq-Ull7xXThnDVQKnKqS7B3aTrTMd0cLFKnaksSzUPo5vgVat7Gwsb_8AvQpEhOiFPY1bRFaynnYoQoDZNd1PSnnne1_nZBO&uniplatform=NZKPT&language=CHS
基于深度强化学习的无人机空战决策方法研究,,,,,cnki,https://kns.cnki.net/kcms2/article/abstract?v=j0ZbOfXgIAj_NZ4QhPMvaFhIM8eOfTS6-ErV7LzNfKH7JYCwh2NgaaAhc7P9ZD5-1232zxpCXBl6tz9EQaU_cQc78VFFP_GRKFfavoN4CJSK-sY_HjqiP8tpGFavB7z_rNGYbrHZYIhfi1M-Pnmvf0Naxpn5TX-SOpg9L9PNVWHuDcAJDwjHUYhNFw6u4U1R&uniplatform=NZKPT&language=CHS
面向无人机集群对抗的多智能体深度强化学习策略研究,,,,,cnki,https://kns.cnki.net/kcms2/article/abstract?v=j0ZbOfXgIAj_NZ4QhPMvaFhIM8eOfTS6-ErV7LzNfKH7JYCwh2NgaSR4vT2FTFbdxLVT5q_Lj0jWtizANR5U9RuiI3Lw8r4urcXrMLU3acpN889LiKSAAG7pVjCzXSq9bFa2MDVXei2i5p0wHN72uGDBPRglaAECVZY0O5GTXFZFvQFpLPgZ2V9Ad1fu5jSj&uniplatform=NZKPT&language=CHS
基于深度强化学习的导弹制导律训练效率优化与对抗策略增强研究,,,,,cnki,https://kns.cnki.net/kcms2/article/abstract?v=j0ZbOfXgIAh-ckLl7GgjX56hZJw9dV8rcvf9u53_jlpmSJGHCj3zSaiHmyJxXW8FoMam8-OjjFSdmXwvD1AKhSWnud00dNXPxr19j8MfE1P3JpGg-iTNGB2UTBC-rnYEaTyvIfjUjgOCjUeYgmQtf-t4PBZ2KNvdagszJlPPI9covatn2dAbeviP2kzqTu7r&uniplatform=NZKPT&language=CHS
基于深度强化学习的无人机协同任务规划方法研究,,,,,cnki,https://kns.cnki.net/kcms2/article/abstract?v=j0ZbOfXgIAh-ckLl7GgjX56hZJw9dV8rcvf9u53_jlpmSJGHCj3zSTXopVFG338liqph72CXUa5jm6xIYhrEAK-5YCNew_Kt4jDa3iOyA6X_aXZ7yMecv_Ok4Vvl1tEyKE1W-Xd4jJAjI--LNjMIHoMprBhqnO3E1doobXFQ94OYDFLO2kbAA5LPdNtDAnLy&uniplatform=NZKPT&language=CHS
基于深度强化学习的约束末制导律研究,,,,,cnki,https://kns.cnki.net/kcms2/article/abstract?v=j0ZbOfXgIAgGs7Yp5r8SOp11m2lVyMFw7vERtd6FzDziyQPXdwBjwIMYerM7gdJsuMvXAbaxtgpZ3-S3QvvwdMFy3rGGjEwon8Qgt_gOd31U4XN-SDfRgVY04FZ6RzT6c2hI6ZJCasLtmil-Jk8H2mmOzySFuScFXVGKTxQYQLJdYk5c5iTJ0tKLMX94QLAn&uniplatform=NZKPT&language=CHS
基于作战仿真的导弹深度强化学习突防决策建模研究,,,,,cnki,https://kns.cnki.net/kcms2/article/abstract?v=j0ZbOfXgIAgGs7Yp5r8SOp11m2lVyMFw7vERtd6FzDziyQPXdwBjwIrvuunvu-fPgrxqc-e5gpaohAH5tHyfe_bf3CGBmYTabI0-Y4BEKcKHiPk8mLmvrp7OveL_5tVdT1OPM3F5kjJkyyVLv3D6KDAwA7h9osX7oKbUy0UvHXDyn-AvVk2l2Y-GxVN3CVHz&uniplatform=NZKPT&language=CHS
基于多智能体深度强化学习的多无人机对抗技术研究,,,,,cnki,https://kns.cnki.net/kcms2/article/abstract?v=j0ZbOfXgIAgXy_BzUgoOVKLoCK2B8jATKa7176sJlxDnmqek_t0rJlg6M0DtJh1fO2817SiMYTUv8xwVNXv811EssqZFHLVQccbTbtnJDDP8drPu5bPKA1fY_C7Htyk01TR1Vm0Q6lj9OICnNKnRIx9E3F650t0lnnm_ZsapLtkH90FSxp2WJyK5SpJPw3Sc&uniplatform=NZKPT&language=CHS
一种无人机集群对抗多耦合任务智能决策方法,,2021,,,cnki,https://kns.cnki.net/kcms2/article/abstract?v=j0ZbOfXgIAgXy_BzUgoOVKLoCK2B8jATCcl5eg0F1ClX6cg-TgtBWM28fCclRk573T7NpXl4RRQ1COLzp7E9H8Tu8-bLENKeEAPF1mtBuJRknqNaCnykzJPJp8tEY5I4o9w-EIV-iDwyn1_48mD2l9MlGCazljJjGk44aUwf9KLzTzxzvDeShw==&uniplatform=NZKPT&language=CHS
Reinforcement Learning based Anti-UAV Three-dimensional Pursuit-evasion Game for Substation Security,,2024,,,ieee-xplore,https://ieeexplore.ieee.org/document/10629444/
Game-theoretic decision-making intelligent learning method for anti-UAV protection of power transmission lines,,2024,,,ieee-xplore,https://ieeexplore.ieee.org/document/10627137/
Multidimensional Swarm Flight Approach for Chasing Unauthorized UAVs Leveraging Asynchronous Deep Learning,,2025,,,ieee-xplore,https://ieeexplore.ieee.org/document/11260983/
"Securing the Skies: a Comprehensive Survey on Anti-Uav Methods, Benchmarking, and Future Directions",,2025,,,ieee-xplore,https://ieeexplore.ieee.org/document/11148028/
Research on Command and Control Technology in Small-UAV Defense System,,2021,,,ieee-xplore,https://ieeexplore.ieee.org/document/9719084/
Research on UAV Swarm Confrontation Task Based on MADDPG Algorithm,,2020,,,ieee-xplore,https://ieeexplore.ieee.org/document/9421738/
A Centralized Planning With Decentralized Execution Framework for Counter-UAV Operations in Urban Environments,,2026,,,ieee-xplore,https://ieeexplore.ieee.org/document/11461509/
Reinforcement Learning-Based Multi-UAV Cooperative Jamming in 3D Environments,,2025,,,ieee-xplore,https://ieeexplore.ieee.org/document/11437650/
Deep Reinforcement Learning Applied for Threat Engagement by Loyal Wingmen Drones,,2024,,,ieee-xplore,https://ieeexplore.ieee.org/document/10837749/
"Counter UAV Swarms: Challenges, Considerations, and Future Directions in UAV Warfare",,2025,,,ieee-xplore,https://ieeexplore.ieee.org/document/10648596/
“Lure the Enemy in Deep”: Confronting Rogue UAV Through Diverse Hybrid Jamming,,2025,,,ieee-xplore,https://ieeexplore.ieee.org/document/10962158/
Real-Time Task Allocation for UAV Swarms in Complex Environments via Dynamic Hierarchical Attention GNN (DHA-GNN),,2026,,,ieee-xplore,https://ieeexplore.ieee.org/document/11348992/
Direction Prediction Error-Prioritized Experience Replay (DPE-PER) for Adversarial UAV Interception Under Partial Observability,,2026,,,ieee-xplore,https://ieeexplore.ieee.org/document/11408184/
An UAV Interception Method based on Guidance Law inspired Reinforcement Learning,,2025,,,ieee-xplore,https://ieeexplore.ieee.org/document/11150209/
Perspective-Based Motion Planning for UAV Interception,,2024,,,ieee-xplore,https://ieeexplore.ieee.org/document/10546175/
Reinforcement Learning-Based Countermeasures Against Attacking UAV Swarms,,2023,,,ieee-xplore,https://ieeexplore.ieee.org/document/10257255/
Reinforcement Learning-Based Counter Fixed-Wing Drone System Using GNSS Deception,,2024,,,ieee-xplore,https://ieeexplore.ieee.org/document/10413471/
Order-Based Quantitative Inference for Swarm Drone Estimation in Dynamic Environment,,2024,,,ieee-xplore,https://ieeexplore.ieee.org/document/10963046/
"Energy-Efficient Decentralized AI-RFDE Drone Swarm Defense Using Transformer Perception, DRL Coordination, and Bayesian Risk Modeling",,2025,,,ieee-xplore,https://ieeexplore.ieee.org/document/11337136/
A Context-Aware Cross-Modal Correction and Fusion Network for Anti-Drone Target Recognition,,2026,,10.1007/978-981-95-6736-2_2,springer-link,https://link.springer.com/chapter/10.1007/978-981-95-6736-2_2
Integrating the cat’s eye effect and deep learning for low-altitude target detection,,2025,,10.1631/fitee.2500522,springer-link,https://link.springer.com/article/10.1631/FITEE.2500522
Advanced algorithms for UAV tracking of targets exhibiting start-stop and irregular motion,,2025,,10.1038/s41598-025-13698-6,springer-link,https://link.springer.com/article/10.1038/s41598-025-13698-6
Learning Scalable Task Assignment with Imperative-Priori Conflict Resolution in Multi-UAV Adversarial Swarm Defense Problem,,2024,,10.1007/s11424-024-4029-8,springer-link,https://link.springer.com/article/10.1007/s11424-024-4029-8
LSTM-Based Predictive Leader–Follower Control Scheme for Networked Drones,,2025,,10.1007/978-981-97-9112-5_11,springer-link,https://link.springer.com/chapter/10.1007/978-981-97-9112-5_11
Application of Astronomical Dim Target Processing Algorithm in UAV Detection,,2021,,10.1007/978-981-16-9492-9_200,springer-link,https://link.springer.com/chapter/10.1007/978-981-16-9492-9_200
Security Threats of Unmanned Aerial Vehicles,,2023,,10.1007/978-3-031-33631-7_5,springer-link,https://link.springer.com/chapter/10.1007/978-3-031-33631-7_5
Game-Theoretic Maneuvering Decision-Making for UAV-Mounted High-Energy Laser in Adversarial Aerial Engagements,,2025,,10.1007/978-981-95-3034-2_28,springer-link,https://link.springer.com/chapter/10.1007/978-981-95-3034-2_28
A Real-Time Deep UAV Detection Framework Based on a YOLOv8 Perception Module,,2024,,10.1007/978-3-031-46338-9_14,springer-link,https://link.springer.com/chapter/10.1007/978-3-031-46338-9_14
"The Challenges and Implications of Military Cyber and AI Capabilities in the Middle East: The Geopolitical, Ethical, and Technological Dimensions",,2023,,10.1007/978-3-031-32432-1_4,springer-link,https://link.springer.com/chapter/10.1007/978-3-031-32432-1_4
Solving Reward-Collecting Problems with UAVs: A Comparison of Online Optimization and Q-Learning,,2022,,10.1007/s10846-021-01548-2,springer-link,https://link.springer.com/article/10.1007/s10846-021-01548-2
The Duo of Visual Servoing and Deep Learning-Based Methods for Situation-Aware Disaster Management: A Comprehensive Review,,2024,,10.1007/s12559-024-10290-4,springer-link,https://link.springer.com/article/10.1007/s12559-024-10290-4
Vision-Based Interception of Tethered and Swaying Targets Using Aerial Manipulation,,2023,,10.1007/978-981-19-3951-8_62,springer-link,https://link.springer.com/chapter/10.1007/978-981-19-3951-8_62
Human Factors and AI in UAV Systems: Enhancing Operational Efficiency Through AHP and Real-Time Physiological Monitoring,,2024,,10.1007/s10846-024-02188-y,springer-link,https://link.springer.com/article/10.1007/s10846-024-02188-y
A Multi-agent Reinforcement Learning Framework for Coordinated Multi-UAV Interception Strategies,,2025,,10.1007/978-981-96-2200-9_51,springer-link,https://link.springer.com/chapter/10.1007/978-981-96-2200-9_51
Autonomous UAV Interception via Augmented Adversarial Inverse Reinforcement Learning,,2021,,10.1007/978-981-16-9492-9_205,springer-link,https://link.springer.com/chapter/10.1007/978-981-16-9492-9_205
"UAV Communications with Machine Learning: Challenges, Applications and Open Issues",,2021,,10.1007/s13369-021-05932-w,springer-link,https://link.springer.com/article/10.1007/s13369-021-05932-w
Reinforcement Learning-Based Control for Unmanned Aerial Vehicles,,2018,,10.1007/s41650-018-0029-y,springer-link,https://link.springer.com/article/10.1007/s41650-018-0029-y
Guided Exploration Reinforcement Learning for 3D UAV Pursuit-evasion Games,,2025,,10.1007/s12555-025-0071-0,springer-link,https://link.springer.com/article/10.1007/s12555-025-0071-0
Artificial Intelligence in Drone and Anti-drone Systems: Cutting-Edge Advances and Applications,,2025,,10.1007/978-3-031-86705-7_16,springer-link,https://link.springer.com/chapter/10.1007/978-3-031-86705-7_16
A Few Suggestions to Improve Anti-drone Measures for Combating Against the Drone Menace,,2024,,10.1007/s40032-024-01047-x,springer-link,https://link.springer.com/article/10.1007/s40032-024-01047-x
Guided Exploration Reinforcement Learning for UAV Pursuit-Evasion Games,,2024,,10.1007/978-3-031-70684-4_22,springer-link,https://link.springer.com/chapter/10.1007/978-3-031-70684-4_22
Research on Beyond Visual Range Air Combat Technology Based on Hybrid Decision Models,,2025,,10.1007/978-981-96-2252-8_35,springer-link,https://link.springer.com/chapter/10.1007/978-981-96-2252-8_35
Anti-drone Policy Learning Based on Self-attention Multi-agent Deterministic Policy Gradient,,2021,,10.1007/978-981-16-9492-9_225,springer-link,https://link.springer.com/chapter/10.1007/978-981-16-9492-9_225
UAV Swarms and Their Characteristics,,2026,,10.1007/s10559-026-00861-8,springer-link,https://link.springer.com/article/10.1007/s10559-026-00861-8
Military Drones and the Offense–Defense Balance in Future Wars,,2025,,10.1007/978-3-032-05921-5_7,springer-link,https://link.springer.com/chapter/10.1007/978-3-032-05921-5_7
Autonomous Drone Detection and Classification Using Computer Vision and Prony Algorithm-Based Frequency Feature Extraction,,2025,,10.1007/s10846-024-02216-x,springer-link,https://link.springer.com/article/10.1007/s10846-024-02216-x
An empirical study of PTZ camera-based drone tracking under latency and detector challenges,,2025,,10.1007/s00138-025-01708-6,springer-link,https://link.springer.com/article/10.1007/s00138-025-01708-6
Machine Learning Models for Drone Security: Cognitive Versus Cyber Intelligence for Safety Operations,,2025,,10.1007/978-3-031-80961-3_7,springer-link,https://link.springer.com/chapter/10.1007/978-3-031-80961-3_7
The Future Cyber Threat from Drones Against the United Kingdom’s Key Assets,,2026,,10.1007/978-3-031-96782-5_5,springer-link,https://link.springer.com/chapter/10.1007/978-3-031-96782-5_5
Intelligent Unmanned Air Vehicles for Public Safety Networks: Emerging Technologies and Research Directions,,2022,,10.1007/978-981-19-1292-4_1,springer-link,https://link.springer.com/chapter/10.1007/978-981-19-1292-4_1
Skip to main content,,,,,scopus,https://www.scopus.com/pages/search/publications?searchId=304f52d6-75c2-4e61-aa75-a67373146545#main
"Securing the Skies: a Comprehensive Survey on Anti-Uav Methods, Benchmarking, and Future Directions",,,,,scopus,https://www.scopus.com/pages/publications/105017849204?origin=resultslist
Multidimensional Swarm Flight Approach for Chasing Unauthorized UAVs Leveraging Asynchronous Deep Learning,,,,,scopus,https://www.scopus.com/pages/publications/105022493498?origin=resultslist
Reinforcement Learning based Anti-UAV Three-dimensional Pursuit-evasion Game for Substation Security,,,,,scopus,https://www.scopus.com/pages/publications/85202842919?origin=resultslist
Game-theoretic decision-making intelligent learning method for anti-UAV protection of power transmission lines,,,,,scopus,https://www.scopus.com/pages/publications/85202444473?origin=resultslist
Research on the interference combinational sequence generation algorithm for the intelligent countermeasure UAV | 智能对抗无人机干扰组合序列生成算法研究,,,,,scopus,https://www.scopus.com/pages/publications/85189039032?origin=resultslist
Approximating Nash equilibrium for anti-UAV jamming Markov game using a novel event-triggered multi-agent reinforcement learning,,,,,scopus,https://www.scopus.com/pages/publications/85147844843?origin=resultslist
Skip to main content,,,,,scopus,https://www.scopus.com/pages/search/publications?searchId=8c084ca6-3b3b-4d1b-8cbe-422aeb71cdfe#main
Multi-Agent Deep Reinforcement Learning for Anti-Aircraft Artillery Systems in Counter-UAV Operations | 基于多智能体深度强化学习的高炮反无人机算法,,,,,scopus,https://www.scopus.com/pages/publications/105020960133?origin=resultslist
"Counter UAV Swarms: Challenges, Considerations, and Future Directions in UAV Warfare",,,,,scopus,https://www.scopus.com/pages/publications/86000436192?origin=resultslist
Reinforcement Learning-Based Multi-UAV Cooperative Jamming in 3D Environments,,,,,scopus,https://www.scopus.com/pages/publications/105035767059?origin=resultslist
"""Lure the Enemy in Deep"": Confronting Rogue UAV Through Diverse Hybrid Jamming",,,,,scopus,https://www.scopus.com/pages/publications/105003703955?origin=resultslist
DEEP REINFORCEMENT LEARNING APPLIED FOR THREAT ENGAGEMENT BY LOYAL WINGMEN DRONES,,,,,scopus,https://www.scopus.com/pages/publications/85218199349?origin=resultslist
Solving Reward-Collecting Problems with UAVs: A Comparison of Online Optimization and Q-Learning,,,,,scopus,https://www.scopus.com/pages/publications/85124701993?origin=resultslist
Skip to main content,,,,,scopus,https://www.scopus.com/pages/search/publications?searchId=a57d78dc-753e-4b7a-858a-72e323bbe869#main
Direction Prediction Error-Prioritized Experience Replay (DPE-PER) for Adversarial UAV Interception under Partial Observability,,,,,scopus,https://www.scopus.com/pages/publications/105032154013?origin=resultslist
A Multi-agent Reinforcement Learning Framework for Coordinated Multi-UAV Interception Strategies,,,,,scopus,https://www.scopus.com/pages/publications/105006468300?origin=resultslist
Skip to main content,,,,,scopus,https://www.scopus.com/pages/search/publications?searchId=5ec88f78-b2eb-4c86-8308-8d3921b80e9b#main
"Energy-Efficient Decentralized AI-RFDE Drone Swarm Defense Using Transformer Perception, DRL Coordination, and Bayesian Risk Modeling",,,,,scopus,https://www.scopus.com/pages/publications/105033523568?origin=resultslist
EXPLORING THE POSSIBILITIES OF MADDPG FOR UAV SWARM CONTROL BY SIMULATING IN PAC-MAN ENVIRONMENT | ДОСЛІДЖЕННЯ МОЖЛИВОСТЕЙ MADDPG ДЛЯ КОМАНДНОГО УПРАВЛІННЯ БПЛА ПРИ МОДЕЛЮВАННІ В СЕРЕДОВИЩІ PAC-MAN,,,,,scopus,https://www.scopus.com/pages/publications/105003081838?origin=resultslist
Reinforcement Learning-Based Counter Fixed-Wing Drone System Using GNSS Deception,,,,,scopus,https://www.scopus.com/pages/publications/85183999861?origin=resultslist
Reinforcement Learning-Based Countermeasures Against Attacking UAV Swarms,,,,,scopus,https://www.scopus.com/pages/publications/85174392277?origin=resultslist
Anti-drone Policy Learning Based on Self-attention Multi-agent Deterministic Policy Gradient,,,,,scopus,https://www.scopus.com/pages/publications/85130884769?origin=resultslist
AutoUAVFormer: Neural Architecture Search with Implicit Super-Resolution for Real-Time UAV Aerial Object Detection,,2026,,,proquest-csa,https://www.proquest.com/docview/3340638957/A839F3A41BE14469PQ/1?accountid=16605
A Semantic Segmentation Dataset and Real-Time Localization Model for Anti-UAV Applications,,2025,,,proquest-csa,https://www.proquest.com/docview/3229137939/A839F3A41BE14469PQ/2?accountid=16605
Multi-Agent Reinforcement Learning for Multi-UAV Pursuit with Full Planar Motion and a Limited Detectable Region,,2026,,,proquest-csa,https://www.proquest.com/docview/3334484262/A839F3A41BE14469PQ/3?accountid=16605
Modeling and Simulation of Urban Laser Countermeasures Against Low-Slow-Small UAVs,,2025,,,proquest-csa,https://www.proquest.com/docview/3223895640/A839F3A41BE14469PQ/4?accountid=16605
Dynamic Resource Target Assignment Problem for Laser Systems’ Defense Against Malicious UAV Swarms Based on MADDPG-IA,,2025,,,proquest-csa,https://www.proquest.com/docview/3243963728/A839F3A41BE14469PQ/7?accountid=16605
"Conflict Detection, Resolution, and Collision Avoidance for Decentralized UAV Autonomy: Classical Methods and AI Integration",,2026,,,proquest-csa,https://www.proquest.com/docview/3307467828/A839F3A41BE14469PQ/10?accountid=16605
Physical layer security and covert communication in UAV-ISAC networks: A comprehensive survey,,2025,,,proquest-csa,https://www.proquest.com/docview/3271770148/A839F3A41BE14469PQ/11?accountid=16605
Research on Multi-Modal Fusion Detection Method for Low-Slow-Small UAVs Based on Deep Learning,,2025,,,proquest-csa,https://www.proquest.com/docview/3286273246/A839F3A41BE14469PQ/12?accountid=16605
Detection and Mitigation of Cyber Attacks on UAV Networks,,2026,,,proquest-csa,https://www.proquest.com/docview/3297404800/A839F3A41BE14469PQ/13?accountid=16605
Analysis of High-Power Electromagnetic Pulses Effect on Unmanned Aerial Vehicles,,2026,,,proquest-csa,https://www.proquest.com/docview/3334435298/A839F3A41BE14469PQ/17?accountid=16605
A Lightweight Multi-Module Collaborative Optimization Framework for Detecting Small Unmanned Aerial Vehicles in Anti-Unmanned Aerial Vehicle Systems,,2025,,,proquest-csa,https://www.proquest.com/docview/3297404083/A839F3A41BE14469PQ/18?accountid=16605
"Securing the Skies: A Comprehensive Survey on Anti-UAV Methods, Benchmarking, and Future Directions",,2026,,,proquest-csa,https://www.proquest.com/docview/3323112770/A839F3A41BE14469PQ/20?accountid=16605
"Securing the Skies: A Comprehensive Survey on Anti-UAV Methods, Benchmarking, and Future Directions",,2025,,,proquest-csa,https://www.proquest.com/docview/3303147971/A839F3A41BE14469PQ/21?accountid=16605
Advanced algorithms for UAV tracking of targets exhibiting start-stop and irregular motion,,2025,,,proquest-csa,https://www.proquest.com/docview/3241448898/A839F3A41BE14469PQ/22?accountid=16605
Research Progress and Application of UAV Multi-Sensor Data Fusion Technology,,2025,,,proquest-csa,https://www.proquest.com/docview/3275046803/A839F3A41BE14469PQ/23?accountid=16605
Motion feature extraction using magnocellular-inspired spiking neural networks for drone detection,,2025,,,proquest-csa,https://www.proquest.com/docview/3158235625/A839F3A41BE14469PQ/27?accountid=16605
